"चर्चित मॉडल-ऐक्ट्रेस पूनम पांडे ने अपनी पहली फिल्म 'नशा' में बोल्डनेस से पॉर्न स्टार सनी को पहले राउंड में पछाड़ दिया है...","1.5"
"एक छोटे से गांव में रहने वाले रघुवीर (सोनू सूद) की दुनिया उसकी इकलौती बहन सोना (श्रुति हासन) तक सिमटी है...","2.5"
"अंडरवर्ल्ड की दुनिया और रॉ एजेंट्स की जांबाजी पर बनी फिल्म 'डी-डे' में ऋषि कपूर और इरफान ने...","2.5"
"तारा बरसों से अपनी आजादी की जंग लड़ रही उन बेबस महिलाओं की कहानी है, जो शहरी चमकदमक और मीडिया...","2"
"भारत-पाक बंटवारे के दौरान जान बचाकर दिल्ली पहुंचे मिल्खा सिंह एक रिफ्यूजी कैंप में अपनी बहन से मिलते हैं और यहीं से...","3"
"रुद्रा (संजय दत्त) हैदराबाद के एक छोटे से कस्बे नागापुरम में डेप्युटी कमिश्नर ऑफ पुलिस के पद पर तैनात होता है...","2"
"पाखी के किरदार में सोनाक्षी ने उन आलोचकों को करारा जवाब दिया है, जो उसे टॉप हीरो के साथ ठुमके लगाने वाली...","2"
"संजू अपनी पत्नी नीतू के साथ मुंबई में रहता है। मिनटों में तिजोरी का ताला खोलने में माहिर संजू के साथ...","2"
"पढ़ें रिव्यू और जानें कैसी है नील नितिन मुकेश और अमीषा पटेल की ऐक्टिंग से सजी फिल्म शॉर्टकट रोमियो...","2"
"पढ़ें फिल्म का रिव्यू और जानें कैसी है कोलावेरी-डी फेम धनुष, अभय देओल और सोनम कपूर की ऐक्टिंग से...","2.5"
"आमिर खान के 'सत्यमेव जयते' शो से प्रभावित होकर विक्रम भट्ट ने डॉक्टरी लापरवाही के सच्चे हादसे पर...","2"
"दोस्तों पर बनी ज्यादातर फिल्में निर्माता से लेकर सिनेमा मालिकों के लिए फायदे का सौदा रहीं...","2.5"
"पिछली फिल्म से पूरी तरह से अलग और नई बताकर इसे प्रमोट किया गया, लेकिन इसे देखकर नहीं लगता कि...","2"
"एंटरटेनमेंट का मजेदार तड़का, सुरीला संगीत, रणबीर-दीपिका की गजब केमिस्ट्री, बेहतरीन लोकेशन...","2.5"
